               ,ESCUELA PREPARATORIA NUM. 3\\ TURNO MATUTINO                                     ,24,SAN LUIS POTOSI,aaa,,
15PCT0638V     ,INSTITUTO CARLSON CHESTER F.                                                    ,15,ECATEPEC DE MORELOS,ECATEPEC DE MORELOS,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0639U     ,PREPARATORIA VIRREINAL                                                          ,15,TEPOTZOTLAN,TEPOTZOTLAN,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0640J     ,COLEGIO AMANECER                                                                ,15,NEZAHUALCOYOTL,NEZAHUALCOYOTL,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0641I     ,CENTRO EDUCATIVO Y CULTURAL MORELOS\\ S.C.                                       ,15,ECATEPEC DE MORELOS,ECATEPEC DE MORELOS,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0642H     ,INSTITUTO TECNOLOGICO ROOSEVELT ARAGON II                                       ,15,ECATEPEC DE MORELOS,ECATEPEC DE MORELOS,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0644F     ,CENTRO UNIVERSITARIO DE BACHILLERATO TECNOLOGICO DE LA CIUDAD DE MEXIC          ,15,CUAUTITLAN IZCALLI,CUAUTITLAN IZCALLI,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0646D     ,INSTITUTO GUILLERMO MARCONI                                                     ,15,NEZAHUALCOYOTL,NEZAHUALCOYOTL,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0647C     ,INSTITUTO TECNOLOGICO ROOSEVELT CHALCO                                          ,15,IXTAPALUCA,IXTAPALUCA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0648B     ,ESCUELA MARIA DEL CARMEN PLASCENCIA PLANTEL CHALCO                              ,15,CHALCO,CHALCO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0650Q     ,CENTRO DE BACHILLERATO TECNOLOGICO DE TLALNEPANTLA                              ,15,TLALNEPANTLA DE BAZ,TLALNEPANTLA DE BAZ,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0651P     ,INSTITUTO TECNOLOGICO JEBRENI                                                   ,15,NAUCALPAN DE JUAREZ,NAUCALPAN DE JUAREZ,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0652O     ,ESCUELA INTERNACIONAL DE NUEVAS PROFESIONES SENDA 2000                          ,15,ECATEPEC DE MORELOS,ECATEPEC DE MORELOS,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0653N     ,INSTITUTO FEMENINO DE SECRETARIADO BILINGUE                                     ,15,ECATEPEC DE MORELOS,ECATEPEC DE MORELOS,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0654M     ,CENTRO TECNOLOGICO DE COMPUTACION SANTA MONICA                                  ,15,TLALNEPANTLA DE BAZ,TLALNEPANTLA DE BAZ,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0655L     ,CALPULLI JACINTO CANEK                                                          ,15,NEZAHUALCOYOTL,NEZAHUALCOYOTL,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0656K     ,INSTITUTO TECNOLOGICO ROOSEVELT                                                 ,15,ECATEPEC DE MORELOS,ECATEPEC DE MORELOS,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0657J     ,INSTITUTO UNIVERSITARIO WASHINGTON                                              ,15,TOLUCA,TOLUCA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0658I     ,CENTRO DE ESTUDIOS MONT ORFORD\\ S.C.                                            ,15,CUAUTITLAN IZCALLI,CUAUTITLAN IZCALLI,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0659H     ,COLEGIO CALACOAYA TIERRA NUEVA                                                  ,15,ATIZAPAN DE ZARAGOZA,ATIZAPAN DE ZARAGOZA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0660X     ,MANO AMIGA DE CHALCO                                                            ,15,VALLE DE CHALCO SOLIDARIDAD,VALLE DE CHALCO SOLIDARIDAD,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0661W     ,UNIDAD PEDAGOGICA SOR JUANA INES DE LA CRUZ                                     ,15,NICOLAS ROMERO,NICOLAS ROMERO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0662V     ,UNIDAD PEDAGOGICA AGUSTIN DE HIPONA                                             ,15,TULTITLAN,BUENAVISTA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0663U     ,INSTITUTO DE CIENCIA Y TECNOLOGIA                                               ,15,TIANGUISTENCO,TIANGUISTENCO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0664T     ,INSTITUTO TECNICO DE TURISMO\\ A.C.                                              ,15,NAUCALPAN DE JUAREZ,NAUCALPAN DE JUAREZ,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0665S     ,INSTITUTO TECNOLOGICO DE CHALCO                                                 ,15,CHALCO,CHALCO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0666R     ,CENTRO DE ESTUDIOS TECNOLOGICOS DEL ESTADO DE MEXICO                            ,15,TOLUCA,TOLUCA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0667Q     ,INSTITUTO TECNOLOGICO ROOSEVELT ARAGON II                                       ,15,ECATEPEC DE MORELOS,ECATEPEC DE MORELOS,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0668P     ,INSTITUTO MESOAMERICA                                                           ,15,NEZAHUALCOYOTL,NEZAHUALCOYOTL,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0670D     ,CENTRO DE CAPACITACION PROFESIONAL                                              ,15,NAUCALPAN DE JUAREZ,NAUCALPAN DE JUAREZ,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0671C     ,INSTITUTO TECNOLOGICO ROOSEVELT ARAGON I                                        ,15,ECATEPEC DE MORELOS,ECATEPEC DE MORELOS,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0672B     ,INSTITUTO UNIVERSITARIO Y TECNOLOGICO MODELO                                    ,15,COACALCO DE BERRIOZABAL,COACALCO DE BERRIOZABAL,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0673A     ,INSTITUTO UNIVERSITARIO Y TECNOLOGICO MODELO                                    ,15,ECATEPEC DE MORELOS,ECATEPEC DE MORELOS,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0674Z     ,COLEGIO JEAN PIAGET                                                             ,15,NEZAHUALCOYOTL,NEZAHUALCOYOTL,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0675Z     ,COLEGIO GENERAL FELIPE ANGELES                                                  ,15,TEXCOCO,SAN MIGUEL COATLINCHAN (COATLINCHAN),BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0676Y     ,CENTRO DE ESTUDIOS SUPERIORES Y DE BACHILLERATO TECNOLOGICO AZTLAN              ,15,ATLACOMULCO,ATLACOMULCO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0677X     ,INSTITUTO TECNOLOGICO BRIDGE\\ S.C.                                              ,15,TULTITLAN,BUENAVISTA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0679V     ,INSTITUTO DE BACHILLERATO TECNOLOGICO LIVERPOOL                                 ,15,ATIZAPAN DE ZARAGOZA,ATIZAPAN DE ZARAGOZA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0682I     ,CENTRO EDUCATIVO INTEGRAL DEL ESTADO DE MEXICO\\ S.C.                            ,15,TLALNEPANTLA DE BAZ,TLALNEPANTLA DE BAZ,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0683H     ,INSTITUTO TECNICO INTERNACIONAL                                                 ,15,NEZAHUALCOYOTL,NEZAHUALCOYOTL,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0684G     ,INSTITUTO UNIVERSITARIO Y TECNOLOGICO MODELO                                    ,15,ECATEPEC DE MORELOS,ECATEPEC DE MORELOS,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0685F     ,CENTRO MARIA MONTESSORI                                                         ,15,ZUMPANGO,ZUMPANGO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0686E     ,CENTRO UNIVERSITARIO DE BACHILLERATO TECNOLOGICO DE LA CIUDAD DE MEXIC          ,15,ACOLMAN,ACOLMAN,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0687D     ,CENTRO TECNOLOGICO DE ESTUDIOS SUPERIORES DEL VALLE DE MEXICO                   ,15,TLALNEPANTLA DE BAZ,TLALNEPANTLA DE BAZ,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0688C     ,CENTRO TECNOLOGICO DE ESTUDIOS SUPERIORES DEL VALLE DE MEXICO                   ,15,NAUCALPAN DE JUAREZ,NAUCALPAN DE JUAREZ,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0689B     ,CENTRO TECNOLOGICO DE COMPUTACION CUAUTITLAN IZCALLI                            ,15,CUAUTITLAN IZCALLI,CUAUTITLAN IZCALLI,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0690R     ,UNIVERSIDAD INSURGENTES PLANTEL ECATEPEC                                        ,15,ECATEPEC DE MORELOS,ECATEPEC DE MORELOS,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0691Q     ,CENTRO DE BACHILLERATO TECNOLOGICO BECQUER                                      ,15,LA PAZ,PAZ\\ LA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0692P     ,CENTRO DE ESTUDIOS DE BACHILLERATO HENRY FORD                                   ,15,ECATEPEC DE MORELOS,ECATEPEC DE MORELOS,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0693O     ,CENTRO EDUCATIVO TEPOJACO                                                       ,15,CUAUTITLAN IZCALLI,TEPOJACO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0694N     ,CENTRO ESCOLAR UNIVERSITARIO BALMORE                                            ,15,ECATEPEC DE MORELOS,ECATEPEC DE MORELOS,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0695M     ,COLEGIO BADEN POWELL                                                            ,15,ATIZAPAN DE ZARAGOZA,ATIZAPAN DE ZARAGOZA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0697K     ,COLEGIO VERSALLES                                                               ,15,TOLUCA,TOLUCA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0698J     ,CENTRO LATINO DE FORMACION INTEGRAL                                             ,15,ECATEPEC DE MORELOS,ECATEPEC DE MORELOS,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0699I     ,INSTITUTO TECNOLOGICO METROPOLITANO                                             ,15,IXTAPALUCA,IXTAPALUCA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0700H     ,COLEGIO DE EDUCACION TECNOLOGICA VON NEWMAN PLANTEL TECAMAC                     ,15,TECAMAC,OJO DE AGUA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0701G     ,CENTRO DE APRENDIZAJE TECNOLOGICO EMPRESARIAL IXTAPALUCA                        ,15,IXTAPALUCA,IXTAPALUCA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0702F     ,CENTRO DE APRENDIZAJE TECNOLOGICO EMPRESARIAL COACALCO                          ,15,COACALCO DE BERRIOZABAL,COACALCO DE BERRIOZABAL,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0703E     ,CENTRO EDUCATIVO Y TECNOLOGICO DEL ESTADO DE MEXICO                             ,15,SAN MATEO ATENCO,SAN MATEO ATENCO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0704D     ,CENTRO DE ESTUDIOS SIGLO XXI                                                    ,15,ECATEPEC DE MORELOS,ECATEPEC DE MORELOS,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0705C     ,COLEGIO TECNOLOGICO DE CAPACITACION DEL EDO. DE MEXICO                          ,15,METEPEC,METEPEC,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0706B     ,COLEGIO TECNOLOGICO GABINO BARREDA                                            ,15,ZUMPANGO,SAN JUAN ZITLALTEPEC,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0707A     ,ESCUELA INTERNACIONAL DE NUEVAS PROFESIONES SENDA 2000\\ PLANTEL TLALNE          ,15,TLALNEPANTLA DE BAZ,TLALNEPANTLA DE BAZ,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0708Z     ,BACHILLERATO TECNOLOGICO VERSALLES                                              ,15,ATIZAPAN DE ZARAGOZA,ATIZAPAN DE ZARAGOZA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0709Z     ,BACHILLERATO TECNOLOGICO CUAUHTEMOC                                             ,15,OTZOLOTEPEC,SAN AGUSTIN MIMBRES,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0710O     ,INSTITUTO TECNOLOGICO I.T.E.V                                                   ,15,CHALCO,CHALCO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0711N     ,BACHILLERATO TECNOLOGICO JUAREZ                                                 ,15,COACALCO DE BERRIOZABAL,COACALCO DE BERRIOZABAL,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0712M     ,ESCUELA DE CAPACITACION TECNICA AUTOMOTRIZ DE NEZAHUALCOYOTL                    ,15,NEZAHUALCOYOTL,NEZAHUALCOYOTL,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0713L     ,INSTITUTO PROFESIONAL EN LA ENSE?ANZA Y FORMACION HUMANA\\ S.C.                  ,15,TOLUCA,TOLUCA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0714K     ,CENTRO TECNOLOGICO DE COMPUTACION TELOYUCAN                                     ,15,TEOLOYUCAN,TEOLOYUCAN,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0715J     ,INSTITUTO TECNOLOGICO DE INGLES Y COMPUTACION IZCALLI                           ,15,CUAUTITLAN IZCALLI,CUAUTITLAN IZCALLI,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0716I     ,INSTITUTO TECNOLOGICO DE INGLES Y COMPUTACION NICOLAS ROMERO                    ,15,NICOLAS ROMERO,NICOLAS ROMERO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0717H     ,INSTITUTO TECNOLOGICO DE INGLES Y COMPUTACION TOREO                             ,15,NAUCALPAN DE JUAREZ,NAUCALPAN DE JUAREZ,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0718G     ,INSTITUTO TECNOLOGICO DE INGLES Y COMPUTACION NAUCALPAN                         ,15,NAUCALPAN DE JUAREZ,NAUCALPAN DE JUAREZ,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0719F     ,CENTRO DE APRENDIZAJE TECNOLOGICO EMPRESARIAL CUAUTITLAN IZCALLI                ,15,CUAUTITLAN IZCALLI,CUAUTITLAN IZCALLI,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0720V     ,CENTRO DE APRENDIZAJE TECNOLOGICO EMPRESARIAL TECAMAC                           ,15,TECAMAC,SAN MARTIN AZCATEPEC,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0721U     ,COLEGIO MARIE CURIE\\ PLANTEL TEOTIHUACAN                                        ,15,TEOTIHUACAN,SAN JUAN TEOTIHUACAN,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0722T     ,BACHILLERATO TECNOLOGICO ECATEPEC TEPEXPAN                                      ,15,ACOLMAN,TEPEXPAN,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0723S     ,BACHILLERATO TECNOLOGICO IBERO TEPEYAC DE MEXICO                                ,15,ECATEPEC DE MORELOS,ECATEPEC DE MORELOS,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0724R     ,CENTRO ESCOLAR CAMPOS ELISEOS                                                   ,15,ECATEPEC DE MORELOS,ECATEPEC DE MORELOS,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0725Q     ,UNIVERSIDAD INSURGENTES PLANTEL TOREO S.C.                                      ,15,NAUCALPAN DE JUAREZ,NAUCALPAN DE JUAREZ,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0726P     ,CENTRO PROFESIONAL EN COMPUTACION                                               ,15,ECATEPEC DE MORELOS,ECATEPEC DE MORELOS,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0727O     ,CENTRO EDUCATIVO DE BACHILLERATOS TECNICOS                                      ,15,TLALNEPANTLA DE BAZ,TLALNEPANTLA DE BAZ,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0728N     ,BACHILLERATO TECNOLOGICO FRAY PEDRO DE GANTE                                    ,15,CUAUTITLAN,CUAUTITLAN,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0729M     ,BACHILLERATO TECNOLOGICO LEYES DE REFORMA                                       ,15,CUAUTITLAN,CUAUTITLAN,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0730B     ,BACHILLERATO TECNOLOGICO LAZARP CARDENAS                                        ,15,TULTEPEC,TULTEPEC,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0731A     ,BACHILLERATO TECNOLOGICO JOHN F. KENNEDY                                        ,15,CUAUTITLAN,CUAUTITLAN,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0732Z     ,CENTRO UNIVERSITARIO TECNOLOGICO DEL VALLE DE ECATEPEC                          ,15,ECATEPEC DE MORELOS,ECATEPEC DE MORELOS,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0733Z     ,INSTITUTO EDUCATIVO INTERNACIONAL                                               ,15,CUAUTITLAN IZCALLI,CUAUTITLAN IZCALLI,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0734Y     ,BACHILLERATO TECNOLOGICO CECIM                                                  ,15,NEZAHUALCOYOTL,NEZAHUALCOYOTL,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0735X     ,UNIDAD PEDAGOGICA LIBERTAD                                                      ,15,NEZAHUALCOYOTL,NEZAHUALCOYOTL,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0736W     ,CENTRO DE ESTUDIOS TECNOLOGICOS Y UNIVERSITARIOS E. F. GARMENDIA                ,15,AMECAMECA,AMECAMECA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0737V     ,COLEGIO MEXIQUENSE DE EDUCACION TECNICA PLANTEL SANTIAGO TIANGUISTENCO          ,15,TIANGUISTENCO,TIANGUISTENCO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0738U     ,COLEGIO MEXIQUENSE DE EDUCACION TECNICA PLANTEL IXTLAHUACA                      ,15,IXTLAHUACA,IXTLAHUACA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0739T     ,COLEGIO MEXIQUENSE DE EDUCACION TECNOLOGICA                                     ,15,TOLUCA,SAN FELIPE TLALMIMILOLPAN,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0740I     ,BACHILLERATO TECNOLOGICO CRISTOBAL COLON                                        ,15,ZUMPANGO,ZUMPANGO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0741H     ,UNIVERSIDAD TECNOLOGICA INTERNACIONAL                                           ,15,TECAMAC,TECAMAC,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0742G     ,BUCKINGHAM BACHILLERATO TECNOLOGICO                                             ,15,ECATEPEC DE MORELOS,ECATEPEC DE MORELOS,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0743F     ,ESCUELA INTERNACIONAL DE NUEVAS PROFESIONES\\ SENDA 2000 ECATEPEC                ,15,ECATEPEC DE MORELOS,ECATEPEC DE MORELOS,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0744E     ,INSTITUTO CORBUSE                                                               ,15,TLALNEPANTLA DE BAZ,TLALNEPANTLA DE BAZ,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0745D     ,INSTITUTO DE DESARROLLO INTEGRAL LIC. JOSE VASCONCELOS S.C.                   ,15,ECATEPEC DE MORELOS,ECATEPEC DE MORELOS,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0746C     ,BACHILLERATO TECNOLOGICO VERSALLES PLANTEL NICOLAS ROMERO                       ,15,NICOLAS ROMERO,NICOLAS ROMERO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0747B     ,CENTRO UNIVERSITARIO ETAC                                                       ,15,NAUCALPAN DE JUAREZ,NAUCALPAN DE JUAREZ,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0748A     ,INSTITUTO VICTOR FRANKL                                                         ,15,CUAUTITLAN,CUAUTITLAN,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0749Z     ,INSTITUTO EDUCATIVO ECATEPEC S.C.                                               ,15,ECATEPEC DE MORELOS,ECATEPEC DE MORELOS,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0750P     ,INSTITUTO EJECUTIVO TRILINGUE SOCIEDAD CIVIL                                    ,15,TOLUCA,TOLUCA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0751O     ,BACHILLERATO TECNOLOGICO TEXCOCO                                                ,15,TEXCOCO,TEXCOCO,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0752N     ,ESCUELA INTERNACIONAL DE NUEVAS PROFESIONES SENDA 2000 PLANTEL ARAGON           ,15,NEZAHUALCOYOTL,NEZAHUALCOYOTL,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0753M     ,BACHILLERATO TECNOLOGICO DEL DRESDENER SPRACHINSTITUT                           ,15,TOLUCA,TOLUCA,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0754L     ,CENTRO EDUCATIVO CUAUTITLAN IZCALLI                                             ,15,CUAUTITLAN,CUAUTITLAN,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0755K     ,CENTRO DE BACHILLERATO TECNOLOGICO CASTELFRANCO                                 ,15,NEZAHUALCOYOTL,NEZAHUALCOYOTL,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PCT0756J     ,UNIVERSIDAD INSURGENTES PLANTEL TLALNEPANTLA\\ S.C.                              ,15,TLALNEPANTLA DE BAZ,TLALNEPANTLA DE BAZ,BACHILLERATO TECNOLOGICO INDUSTRIAL Y DE SERVICIOS,PARTICULAR
15PET0025V     ,INSTITUTO DE ARTE Y DECORACION                                                  ,15,TOLUCA,TOLUCA,PROFESIONAL TECNICO,PARTICULAR
15PET0039Y     ,INSTITUTO INTER-NATIONAL DE IDIOMAS\\ S.C.                                       ,15,NAUCALPAN DE JUAREZ,NAUCALPAN DE JUAREZ,PROFESIONAL TECNICO,PARTICULAR
